Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Percentage of Grade 3 Students Achieving the Provincial Standard in Reading,Change in Grade 3 Reading Achievement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Writing,Change in Grade 3 Writing Acheivement Over Three Years,Percentage of Grade 3 Students Achieving the Provincial Standard in Mathematics,Change in Grade 3 Mathematics Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Reading,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Acheivement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Mathematics,Change in Grade 6 Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Acheivement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of Children Who Live in Low-Income Households,Percentage of Students Whose Parents Have Some Unviersity Education,Percentage of JK-Grade 3 Classes With 20 Students or Fewer,Percentage of JK-Grade 3 Classes With 23 Students or Fewer,Extract Date
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),378089,Mountain View Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,300 Spruce,Collingwood,Collingwood,Ontario,L9Y3H1,705-445-1501,705-445-1588,http://mtv.scdsb.on.ca,http://www.scdsb.on.ca, 405 ,44.49666,-80.2307,SP,100,SP,SP,19.8,5.7,48%,NA,69%,NA,59%,NA,89%,NA,85%,NA,40%,NA,NA,NA,NA,NA,NA,NA,14.98,28.77,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),466951,Mundy's Bay Elementary Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,340 SIXTH,Midland,MIDLAND,Ontario,L4R3Y4,705-526-2091,705-526-1287,http://mun.scdsb.on.ca,http://www.scdsb.on.ca, 528 ,44.74429,-79.89213,2.1,99.8,SP,SP,11.7,SP,42%,NA,42%,NA,48%,NA,85%,NA,83%,NA,38%,NA,NA,NA,NA,NA,NA,NA,23.61,4.99,0.778,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),927724,Nantyr Shores Secondary School,Public,Not applicable,Secondary,English,9-12,NA,NA,1146 Anna Maria,Innisfil,Innisfil,Ontario,L9S1W2,705-431-5950,705-431-7921,http://nss.scdsb.on.ca ,http://www.scdsb.on.ca," 1,179 ",44.30515,-79.55523,3,99.7,SP,SP,27.7,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73%,5,42%,-4,89%,10,15.48,3.73,NA,NA,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),384259,New Lowell Central Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,5197 County Rd,Clearview,New Lowell,Ontario,L0M1N0,705-424-0991,705-424-0012,http://nlo.scdsb.on.ca,http://www.scdsb.on.ca, 261 ,44.35872,-79.96712,SP,100,NA,NA,21.1,NA,65%,NA,55%,NA,40%,NA,62%,NA,46%,NA,15%,NA,NA,NA,NA,NA,NA,NA,9.58,13.25,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),931727,North Simcoe Campus,Public,Adult,Secondary,English,9-12,NA,NA,51 Dunlop,Penetanguishene,Penetanguishene,Ontario,L9M1J3,NA,NA,http://thelearningcentres.com/ ,http://www.scdsb.on.ca, NA ,44.73487487,-79.87261546,NA,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/D,NA,SP,SP,NA,NA,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),412430,Nottawa Elementary School,Public,Not applicable,Elementary,English,JK-8,NA,NA,81 Batteaux,Clearview,Collingwood,Ontario,L9Y3Z1,705-445-1827,705-443-4018,http://not.scdsb.on.ca,http://www.scdsb.on.ca, 304 ,44.46144,-80.19886,NA,100,NA,NA,14.8,SP,62%,NA,77%,NA,65%,NA,84%,NA,84%,NA,41%,NA,NA,NA,NA,NA,NA,NA,8.2,23.31,0.75,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),412570,Nottawasaga and Creemore Public School,Public,Not applicable,Elementary,English,JK-8,NA,Box 276,240 Collingwood,Clearview,Creemore,Ontario,L0M1G0,705-466-2624,705-466-2036,http://cre.scdsb.on.ca,http://www.scdsb.on.ca, 195 ,44.32477,-80.11017,SP,100,SP,SP,17.4,NA,73%,NA,47%,NA,67%,NA,74%,NA,74%,NA,57%,NA,NA,NA,NA,NA,NA,NA,13.43,5.95,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),902636,Nottawasaga Pines Secondary School,Public,Not applicable,Secondary,English,9-12,NA,NA,8505 County Road,Essa,Angus,Ontario,L0M1B1,705-424-5030,NA,http://nps.scdsb.on.ca,http://www.scdsb.on.ca, 695 ,44.31267,-79.88419,2.4,99.9,NA,SP,27.6,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82%,11,57%,16,74%,-7,13.45,SP,NA,NA,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),414123,Oakley Park Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,22 Davidson,Barrie,Barrie,Ontario,L4M3R8,705-728-3307,705-728-3309,http://oak.scdsb.on.ca,http://www.scdsb.on.ca, 270 ,44.39948,-79.68825,SP,100,SP,SP,24.8,NA,62%,NA,42%,NA,62%,NA,65%,NA,61%,NA,22%,NA,NA,NA,NA,NA,NA,NA,28.44,8.11,0.8,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),419346,Orchard Park Elementary School,Public,Not applicable,Elementary,English,JK-8,NA,NA,24 Calverley,Orillia,Orillia,Ontario,L3V3T4,705-325-7772,705-325-5522,http://orc.scdsb.on.ca,http://www.scdsb.on.ca, 442 ,44.61993,-79.4311,SP,100,SP,SP,20.4,3.4,76%,NA,73%,NA,83%,NA,71%,NA,73%,NA,41%,NA,NA,NA,NA,NA,NA,NA,17.51,15.4,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),902276,Orillia Campus,Public,Adult,Secondary,English,9-12,15,NA,575 WEST,Orillia,ORILLIA,Ontario,L3V7N6,705-325-9279,NA,http://thelearningcentres.com/ ,http://www.scdsb.on.ca, 61 ,44.60747,-79.41911,SP,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/D,NA,27.09,SP,NA,NA,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),968729,Orillia Secondary School,Public,Not applicable,Secondary,English,9-12,NA,NA,250 Collegiate,Orillia,Orillia,Ontario,L3V7S5,NA,NA,http://oss.scdsb.on.ca,http://www.scdsb.on.ca," 1,063 ",44.61232,-79.43422,1.5,100,SP,SP,26.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79%,NA,48%,NA,76%,NA,18.58,4.62,NA,NA,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),122092,Pine River Elementary School,Public,Not applicable,Elementary,English,JK-8,NA,NA,45 Brian,Essa,Angus,Ontario,L0M1B3,705-424-3317,705-424-5646,http://pin.scdsb.on.ca,http://www.scdsb.on.ca, 242 ,44.32202,-79.89252,SP,98.8,NA,NA,21.1,NA,68%,NA,55%,NA,28%,NA,55%,NA,32%,NA,13%,NA,NA,NA,NA,NA,NA,NA,13.71,SP,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),451649,Portage View Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,124 Letitia,Barrie,Barrie,Ontario,L4N1P5,705-728-1302,705-728-3055,http://por.scdsb.on.ca,http://www.scdsb.on.ca, 426 ,44.3919,-79.71507,3.3,100,SP,SP,20.2,NA,62%,NA,54%,NA,54%,NA,79%,NA,59%,NA,18%,NA,NA,NA,NA,NA,NA,NA,24.09,4.98,0.857,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),472360,Rama Central Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,7269 County Rd,Ramara,Washago,Ontario,L0K2B0,705-689-2031,705-689-6723,http://ram.scdsb.on.ca,http://www.scdsb.on.ca, 227 ,44.72668,-79.28647,NA,100,NA,NA,19.4,SP,76%,NA,81%,NA,67%,NA,80%,NA,56%,NA,28%,NA,NA,NA,NA,NA,NA,NA,17.21,SP,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),480037,Regent Park Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,485 Regent,Orillia,Orillia,Ontario,L3V4E2,705-326-7481,705-326-4655,http://rep.scdsb.on.ca,http://www.scdsb.on.ca, 634 ,44.59856,-79.39789,1.7,100,SP,SP,18.6,SP,52%,NA,60%,NA,51%,NA,66%,NA,65%,NA,24%,NA,NA,NA,NA,NA,NA,NA,23.17,4.02,0.8,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),636037,Severn Shores Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,2746 Cumberland,Orillia,Orillia,Ontario,L3V6H3,705-689-5001,705-329-7771,http://sev.scdsb.on.ca,http://www.scdsb.on.ca, 332 ,44.70246,-79.39025,SP,100,NA,NA,14.8,NA,61%,NA,64%,NA,48%,NA,59%,NA,59%,NA,15%,NA,NA,NA,NA,NA,NA,NA,12.7,4.06,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),507946,Shanty Bay Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,1871 Ridge,Oro-Medonte,Shanty Bay,Ontario,L0L2L0,705-722-0900,705-722-8013,http://sha.scdsb.on.ca,http://www.scdsb.on.ca, 147 ,44.41446,-79.57636,NA,100,NA,NA,18.4,SP,83%,NA,58%,NA,58%,NA,88%,NA,94%,NA,47%,NA,NA,NA,NA,NA,NA,NA,8.63,39.32,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),917231,Simcoe Alternative Secondary School,Public,Alternative,Secondary,English,9-12,NA,NA,1170 Hwy,Springwater,Midhurst,Ontario,L0L1X0,705-734-6363,NA,http://thelearningcentres.com/ ,http://www.scdsb.on.ca, 306 ,44.38294,-79.69399,SP,99.7,NA,NA,37.6,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18%,-44,22.62,SP,NA,NA,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),595993,Sir William Osler Public School,Public,Not applicable,Elementary,English,JK-8,88,NA,3823 Cty,Bradford-West Gwillimbury,Bradford,Ontario,L3Z2A4,905-775-2922,905-775-4782,http://swo.scdsb.on.ca,http://www.scdsb.on.ca, 156 ,44.09584,-79.64444,SP,100,NA,NA,22.4,SP,88%,NA,88%,NA,56%,NA,94%,NA,67%,NA,39%,NA,NA,NA,NA,NA,NA,NA,10.81,10.77,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),945196,Stayner Collegiate Institute,Public,Not applicable,Secondary,English,9-12,NA,NA,7578 Hwy,Clearview,Stayner,Ontario,L0M1S0,705-428-2639,705-428-0562,http://sta.scdsb.on.ca,http://www.scdsb.on.ca, 331 ,44.42695,-80.09696,SP,100,NA,NA,24.2,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84%,33,17%,-18,79%,5,14.82,SP,NA,NA,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),535281,Steele Street Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,36 Steel,Barrie,Barrie,Ontario,L4M2E7,705-728-9292,705-725-8221,http://sst.scdsb.on.ca,http://www.scdsb.on.ca, 351 ,44.40319,-79.67131,SP,100,SP,SP,23.9,SP,80%,NA,80%,NA,68%,NA,65%,NA,30%,NA,15%,NA,NA,NA,NA,NA,NA,NA,18.45,12.42,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),543438,Sunnybrae Public School,Public,Not applicable,Elementary,English,JK-8,NA,Box 7050,218 Sunnybrae,Innisfil,Stroud,Ontario,L9S1A8,705-436-1100,705-436-2950,http://sun.scdsb.on.ca,http://www.scdsb.on.ca, 416 ,44.32627,-79.61708,NA,100,NA,NA,11.8,SP,85%,NA,90%,NA,62%,NA,90%,NA,83%,NA,58%,NA,NA,NA,NA,NA,NA,NA,12.41,10.32,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),574287,Tay Shores Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,125 Jephson,Tay,Victoria Harbour,Ontario,L0K2A0,705-534-3101,705-534-3594,http://tay.scdsb.on.ca,http://www.scdsb.on.ca, 499 ,44.751,-79.77061,SP,100,NA,SP,21.8,NA,60%,NA,58%,NA,40%,NA,74%,NA,64%,NA,14%,NA,NA,NA,NA,NA,NA,NA,19.22,2.5,0.857,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),040509,Tecumseth Beeton Elementary School,Public,Not applicable,Elementary,English,JK-8,NA,NA,43 Patterson,New Tecumseth,Beeton,Ontario,L0G1A0,905-729-2631,905-729-3218,http://tbe.scdsb.on.ca,http://www.scdsb.on.ca, 380 ,44.08114,-79.78196,SP,100,SP,SP,16.3,SP,55%,NA,61%,NA,39%,NA,66%,NA,59%,NA,28%,NA,NA,NA,NA,NA,NA,NA,9.61,14.49,0.8,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),521248,Tecumseth South Central Public School,Public,Not applicable,Elementary,English,JK-8,NA,3,2124 TH,New Tecumseth,TOTTENHAM,Ontario,L0G1W0,905-936-3711,905-936-3712,http://tso.scdsb.on.ca,http://www.scdsb.on.ca, 172 ,44.04289,-79.77362,NA,100,NA,NA,19.8,SP,81%,NA,88%,NA,77%,NA,73%,NA,95%,NA,32%,NA,NA,NA,NA,NA,NA,NA,9.95,9.1,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),551090,Terry Fox Elementary School,Public,Not applicable,Elementary,English,JK-8,NA,NA,100 LIVINGSTONE,Barrie,BARRIE,Ontario,L4M6X9,705-727-4267,705-727-4272,http://ter.scdsb.on.ca,http://www.scdsb.on.ca, 551 ,44.41563,-79.70217,4.4,100,2,2,14.7,SP,68%,NA,68%,NA,61%,NA,80%,NA,75%,NA,59%,NA,NA,NA,NA,NA,NA,NA,11.2,21.05,0.875,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),557897,Tosorontio Central Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,7016 County Rd,Adjala-Tosorontio,Everett,Ontario,L0M1J0,705-435-6023,705-435-5274,http://tos.scdsb.on.ca,http://www.scdsb.on.ca, 353 ,44.22467,-79.96211,SP,100,SP,SP,16.4,NA,70%,NA,73%,NA,60%,NA,85%,NA,71%,NA,34%,NA,NA,NA,NA,NA,NA,NA,11.07,8.2,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),559075,Tottenham Public School,Public,Not applicable,Elementary,English,JK-8,NA,Box 220,21 Rogers,New Tecumseth,Tottenham,Ontario,L0G1W0,905-936-4951,905-936-2832,http://tot.scdsb.on.ca,http://www.scdsb.on.ca, 292 ,44.0203,-79.80182,SP,100,SP,SP,11,SP,93%,NA,83%,NA,56%,NA,90%,NA,83%,NA,43%,NA,NA,NA,NA,NA,NA,NA,9.76,7.74,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),547123,Trillium Woods Elementary Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,20 Elmbrook,Barrie,Barrie,Ontario,L4N0Z1,705-792-7766,705-792-7767,http://trw.scdsb.on.ca,http://www.scdsb.on.ca, 492 ,44.34289,-79.6994,5.3,100,SP,2.2,15.7,SP,94%,NA,96%,NA,79%,NA,89%,NA,80%,NA,50%,NA,NA,NA,NA,NA,NA,NA,12.06,7.4,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),948870,Twin Lakes Secondary School,Public,Not applicable,Secondary,English,9-12,NA,NA,381 Birch,Orillia,Orillia,Ontario,L3V2P5,705-325-1318,705-325-4291,http://twi.scdsb.on.ca ,http://www.scdsb.on.ca, 852 ,44.59354,-79.43391,1.4,99.9,SP,SP,31.7,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73%,-4,39%,-2,73%,-2,24.04,2,NA,NA,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),337030,Uptergrove Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,4833 Muley Point,Ramara,Ramara,Ontario,L3V8C3,705-326-4332,705-326-8766,http://upt.scdsb.on.ca,http://www.scdsb.on.ca, 287 ,44.59916,-79.30349,SP,100,SP,SP,17.8,SP,50%,NA,57%,NA,57%,NA,89%,NA,82%,NA,54%,NA,NA,NA,NA,NA,NA,NA,7.03,7.56,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),579190,W C Little Elementary School,Public,Not applicable,Elementary,English,JK-8,NA,NA,11 Bear Creek,Barrie,Barrie,Ontario,L4N9M9,705-725-7970,705-792-1495,http://wcl.scdsb.on.ca,http://www.scdsb.on.ca, 638 ,44.32856,-79.73024,SP,100,SP,SP,14.7,SP,63%,NA,73%,NA,51%,NA,83%,NA,83%,NA,38%,NA,NA,NA,NA,NA,NA,NA,11.88,13.45,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),585599,W H Day Elementary School,Public,Not applicable,Elementary,English,JK-8,NA,NA,410 Maplegrove,Bradford-West Gwillimbury,Bradford,Ontario,L3Z2K7,905-775-9691,905-775-9692,http://whd.scdsb.on.ca,http://www.scdsb.on.ca, 582 ,44.10451,-79.56947,5.3,100,SP,SP,13.2,SP,58%,NA,67%,NA,53%,NA,81%,NA,67%,NA,36%,NA,NA,NA,NA,NA,NA,NA,15.07,11.02,0.9,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),580520,W R Best Memorial Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,2221 OLD BARRIE,Oro-Medonte,SHANTY BAY,Ontario,L0L2L0,705-728-9591,705-728-1753,http://wrb.scdsb.on.ca,http://www.scdsb.on.ca, 343 ,44.49022,-79.66419,SP,100,SP,SP,21.3,SP,90%,NA,81%,NA,83%,NA,83%,NA,83%,NA,64%,NA,NA,NA,NA,NA,NA,NA,8.02,26.71,0.5,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),357316,Warminster Elementary School,Public,Not applicable,Elementary,English,JK-8,NA,NA,4031 Line N,Oro-Medonte,Warminster,Ontario,L0K2G0,705-325-6711,705-325-2822,http://mes.scdsb.on.ca,http://www.scdsb.on.ca, 212 ,44.63889551,-79.54524063,SP,100,SP,SP,16.5,SP,75%,NA,64%,NA,68%,NA,50%,NA,50%,NA,19%,NA,NA,NA,NA,NA,NA,NA,9.36,21.52,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),586846,Warnica Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,211 Warnica,Barrie,Barrie,Ontario,L4N3Z2,705-722-3000,705-722-5357,http://war.scdsb.on.ca,http://www.scdsb.on.ca, 367 ,44.35916,-79.64773,6.3,100,SP,SP,9.3,SP,N/D,NA,N/D,NA,85%,NA,89%,NA,86%,NA,39%,NA,NA,NA,NA,NA,NA,NA,10.2,22.88,0.714,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),594970,West Bayfield Elementary School,Public,Not applicable,Elementary,English,JK-8,NA,NA,49 Ford,Barrie,Barrie,Ontario,L4N7J8,705-725-8229,705-737-0707,http://wes.scdsb.on.ca,http://www.scdsb.on.ca, 558 ,44.4074,-79.7205,3.8,100,2,2.2,14.9,SP,67%,NA,67%,NA,58%,NA,75%,NA,72%,NA,45%,NA,NA,NA,NA,NA,NA,NA,19.2,18.05,1,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),612405,Willow Landing Elementary School,Public,Not applicable,Elementary,English,JK-8,NA,NA,330 Big Bay Point,Barrie,Barrie,Ontario,L4N8A8,705-728-3937,705-727-7698,http://wil.scdsb.on.ca,http://www.scdsb.on.ca, 600 ,44.35429,-79.66168,1.7,99.7,SP,SP,16.7,SP,60%,NA,53%,NA,45%,NA,69%,NA,60%,NA,29%,NA,NA,NA,NA,NA,NA,NA,12.53,10.73,0.889,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),429619,Worsley Elementary School,Public,Not applicable,Elementary,English,JK-8,NA,NA,31 th,Wasaga Beach,Wasaga Beach,Ontario,L9Z1Z9,705-429-2552,705-429-3733,http://woe.scdsb.on.ca,http://www.scdsb.on.ca, 475 ,44.47926,-80.06426,SP,100,SP,SP,15.8,NA,87%,NA,72%,NA,71%,NA,80%,NA,75%,NA,45%,NA,NA,NA,NA,NA,NA,NA,11.77,10.95,0.625,1,Dec-04-17
B66109,Simcoe County DSB,Pub Dist Sch Brd (E/F),622028,Wyevale Central Public School,Public,Not applicable,Elementary,English,JK-8,NA,NA,20 Concession,Tiny,Wyevale,Ontario,L0L2T0,705-322-2734,705-322-2039,http://wye.scdsb.on.ca,http://www.scdsb.on.ca, 232 ,44.65485,-79.92449,6.5,100,NA,NA,5.2,NA,85%,NA,90%,NA,60%,NA,80%,NA,67%,NA,40%,NA,NA,NA,NA,NA,NA,NA,12.77,11.9,1,1,Dec-04-17
B67091,Simcoe Muskoka CDSB,Cath Dist Sch Brd (E/F),693634,Canadian Martyrs Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,7 Bellisle,Penetanguishene,Penetanguishene,Ontario,L9M1N6,705-549-1877,705-549-1879,http://cma.schools.smcdsb.on.ca,http://www.smcdsb.on.ca, 230 ,44.7641,-79.9373,SP,100,NA,NA,40.9,NA,58%,-13,63%,1,63%,39,61%,17,52%,0,17%,-7,NA,NA,NA,NA,NA,NA,21.52,SP,1,1,Dec-04-17
B67091,Simcoe Muskoka CDSB,Cath Dist Sch Brd (E/F),706930,Father F X O'Reilly School,Catholic,Not applicable,Elementary,English,JK-8,NA,Box 520,235 Queen,New Tecumseth,Tottenham,Ontario,L0G1W0,905-936-3364,905-936-9626,http://ffx.schools.smcdsb.on.ca,http://www.smcdsb.on.ca, 306 ,44.03221,-79.80876,SP,100,NA,NA,18.6,NA,62%,-25,71%,-16,59%,-14,63%,-22,71%,-3,29%,-4,NA,NA,NA,NA,NA,NA,9.77,7.9,1,1,Dec-04-17
B67091,Simcoe Muskoka CDSB,Cath Dist Sch Brd (E/F),729663,Foley Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,General Delivery,2162 Concession Rd,Ramara,Brechin,Ontario,L0K1B0,705-484-5940,705-484-0653,http://fol.schools.smcdsb.on.ca/cms/One.aspx,http://www.smcdsb.on.ca, 36 ,44.5481,-79.1729,NA,100,NA,NA,30.6,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,N/R,NA,NA,NA,NA,NA,NA,NA,SP,SP,1,1,Dec-04-17
B67091,Simcoe Muskoka CDSB,Cath Dist Sch Brd (E/F),720518,Holy Cross Catholic School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,910 Leslie,Innisfil,Innisfil,Ontario,L9S2B8,705-431-2935,705-431-6350,http://hcc.schools.smcdsb.on.ca,http://www.smcdsb.on.ca, 539 ,44.3226,-79.5467,2.4,100,SP,SP,23.9,NA,70%,3,77%,-11,54%,-13,62%,6,67%,5,15%,-12,NA,NA,NA,NA,NA,NA,12.49,8.93,0.857,1,Dec-04-17
B67091,Simcoe Muskoka CDSB,Cath Dist Sch Brd (E/F),716413,Holy Family School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,180 King,New Tecumseth,Alliston,Ontario,L9R1B9,705-435-3989,705-435-1228,http://hfa.schools.smcdsb.on.ca,http://www.smcdsb.on.ca, 443 ,44.14254,-79.87689,SP,100,NA,NA,21.9,SP,79%,-1,84%,6,68%,3,83%,1,85%,-5,28%,-26,NA,NA,NA,NA,NA,NA,10.87,9.49,0.8,1,Dec-04-17
B67091,Simcoe Muskoka CDSB,Cath Dist Sch Brd (E/F),711098,Holy Trinity High School,Catholic,Not applicable,Secondary,English,9-12,NA,Box 865,100 Melbourne,Bradford-West Gwillimbury,Bradford,Ontario,L3Z2B3,905-775-4841,905-775-3807,http://htr.schools.smcdsb.on.ca,http://www.smcdsb.on.ca, 634 ,44.1077,-79.5789,6.5,99.8,3.2,3.2,18.9,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77%,7,23%,-10,77%,-5,13.36,6.03,NA,NA,Dec-04-17
B67091,Simcoe Muskoka CDSB,Cath Dist Sch Brd (E/F),723630,Jean Vanier Catholic High School,Catholic,Not applicable,Secondary,English,9-12,NA,NA,160 Collins,Collingwood,Collingwood,Ontario,L9Y4R1,705-445-2043,705-445-0790,http://jva.schools.smcdsb.on.ca,http://www.smcdsb.on.ca, 515 ,44.4898,-80.2073,SP,100,SP,SP,26.2,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73%,-9,43%,-19,73%,-6,19.32,12.55,NA,NA,Dec-04-17
B67091,Simcoe Muskoka CDSB,Cath Dist Sch Brd (E/F),732303,Monsignor Castex Separate School,Catholic,Not applicable,Elementary,English,JK-8,NA,Box 580,120 Penetanguishene,Midland,Midland,Ontario,L4R4L3,705-526-2831,705-526-3499,http://mca.schools.smcdsb.on.ca/cms/One.aspx,http://www.smcdsb.on.ca, 219 ,44.7444,-79.9135,SP,100,NA,NA,33.3,NA,64%,-36,68%,-12,75%,5,67%,0,73%,1,27%,-17,NA,NA,NA,NA,NA,NA,17.7,9.81,1,1,Dec-04-17
B67091,Simcoe Muskoka CDSB,Cath Dist Sch Brd (E/F),732311,Monsignor Clair Separate School,Catholic,Not applicable,Elementary,English,JK-8,NA,NA,345 Livingstone,Barrie,Barrie,Ontario,L4M7B5,705-737-2812,705-737-1615,http://mcl.schools.smcdsb.on.ca,http://www.smcdsb.on.ca, 257 ,44.4138,-79.6853,SP,100,SP,SP,31.1,SP,60%,-24,60%,-21,60%,-21,69%,-3,73%,-6,31%,-24,NA,NA,NA,NA,NA,NA,15.93,18.7,0.75,1,Dec-04-17
